Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2024-11-07,148.85606384277344,148.8800048828125,148.92999267578125,146.1699981689453,146.38999938964844,207323300
2024-11-08,147.6062469482422,147.6300048828125,149.77000427246094,146.25999450683594,148.77000427246094,175665800
2024-11-11,145.2366180419922,145.25999450683594,148.85000610351562,143.57000732421875,148.67999267578125,182325600
2024-11-12,148.26612854003906,148.2899932861328,149.64999389648438,146.00999450683594,146.77999877929688,198634700
2024-11-13,146.24647521972656,146.27000427246094,149.3300018310547,145.89999389648438,149.07000732421875,191903300
2024-11-14,146.7363739013672,146.75999450683594,149.0,145.5500030517578,147.63999938964844,194463300
2024-11-15,141.9571533203125,141.97999572753906,145.24000549316406,140.0800018310547,144.8699951171875,250132900
2024-11-18,140.12744140625,140.14999389648438,141.5500030517578,137.14999389648438,139.5,221866000
2024-11-19,146.98634338378906,147.00999450683594,147.1300048828125,140.99000549316406,141.32000732421875,227834900
2024-11-20,145.8665313720703,145.88999938964844,147.55999755859375,142.72999572753906,147.41000366210938,309871700
2024-11-21,146.6464080810547,146.6699981689453,152.88999938964844,140.6999969482422,149.35000610351562,400946600
2024-11-22,141.92715454101562,141.9499969482422,147.16000366210938,141.10000610351562,145.92999267578125,236406200
2024-11-25,135.9981231689453,136.02000427246094,142.0500030517578,135.82000732421875,141.99000549316406,344941900
2024-11-26,136.89797973632812,136.9199981689453,139.3000030517578,135.6699981689453,137.6999969482422,190287700
2024-11-27,135.31822204589844,135.33999633789062,137.22000122070312,131.8000030517578,135.00999450683594,226370900
2024-11-29,138.22776794433594,138.25,139.35000610351562,136.0500030517578,136.77999877929688,141863200
2024-12-02,138.60769653320312,138.6300048828125,140.4499969482422,137.82000732421875,138.8300018310547,171682800
2024-12-03,140.23744201660156,140.25999450683594,140.5399932861328,137.9499969482422,138.25999450683594,164414000
2024-12-04,145.1166534423828,145.13999938964844,145.7899932861328,140.2899932861328,142.0,231224300
2024-12-05,145.04666137695312,145.05999755859375,146.5399932861328,143.9499969482422,145.11000061035156,172621200
2024-12-06,142.42689514160156,142.44000244140625,145.6999969482422,141.30999755859375,144.60000610351562,188505600
2024-12-09,138.79722595214844,138.80999755859375,139.9499969482422,137.1300048828125,138.97000122070312,189308600
2024-12-10,135.05758666992188,135.07000732421875,141.82000732421875,133.7899932861328,139.00999450683594,210020900
2024-12-11,139.29718017578125,139.30999755859375,140.1699981689453,135.2100067138672,137.36000061035156,184905200
2024-12-12,137.32736206054688,137.33999633789062,138.44000244140625,135.8000030517578,137.0800018310547,159211400
2024-12-13,134.23765563964844,134.25,139.60000610351562,132.5399932861328,138.94000244140625,231514900
2024-12-16,131.98785400390625,132.0,134.39999389648438,130.4199981689453,134.17999267578125,237951100
2024-12-17,130.3780059814453,130.38999938964844,131.58999633789062,126.86000061035156,129.08999633789062,259410300
2024-12-18,128.8981475830078,128.91000366210938,136.6999969482422,128.27999877929688,133.86000061035156,277444500
2024-12-19,130.66796875,130.67999267578125,134.02999877929688,129.5500030517578,131.75999450683594,209719200
2024-12-20,134.68760681152344,134.6999969482422,135.27999877929688,128.22000122070312,129.80999755859375,306528600
2024-12-23,139.6571502685547,139.6699981689453,139.7899932861328,135.1199951171875,136.27999877929688,176053500
2024-12-24,140.2071075439453,140.22000122070312,141.89999389648438,138.64999389648438,140.0,105157000
2024-12-26,139.91712951660156,139.92999267578125,140.85000610351562,137.72999572753906,139.6999969482422,116205600
